Chromosome	Start	End	Strand	Feature	gene_id	UTR_id
chr1	92858565	92860211	+	3UTR	Gpc1	Gpc1:chr1:92858565:92860211:u1
chr1	92907688	92908620	+	3UTR	Dusp28	Dusp28:chr1:92907688:92908620:u1
chr1	92919856	92920585	+	3UTR	Rnpepl1	Rnpepl1:chr1:92919856:92920585:u1
chr1	92947539	92947948	+	3UTR	Capn10	Capn10:chr1:92947539:92947948:u1
chr1	92983492	92986391	+	3UTR	Gpr35	Gpr35:chr1:92983492:92986391:u1
chr1	93012124	93012269	+	3UTR	Aqp12	Aqp12:chr1:93012124:93012269:u1
chr1	93145168	93145421	+	3UTR	Agxt	Agxt:chr1:93145168:93145421:u1
chr1	93228858	93231066	+	3UTR	Crocc2	Crocc2:chr1:93228858:93231066:u1
chr1	93296279	93296448	+	3UTR	Sned1	Sned1:chr1:93296279:93296448:u1
chr1	93365067	93367616	+	3UTR	Ppp1r7	Ppp1r7:chr1:93365067:93367616:u1
chr1	93403025	93404304	+	3UTR	Ano7	Ano7:chr1:93403025:93404304:u1
chr1	93507065	93507082	+	3UTR	Septin2	Septin2:chr1:93507065:93507082:u1
chr1	93507713	93509732	+	3UTR	Septin2	Septin2:chr1:93507713:93509732:u2
chr1	93621372	93621976	+	3UTR	Farp2	Farp2:chr1:93621372:93621976:u1
chr1	93695163	93695770	+	3UTR	Bok	Bok:chr1:93695163:93695770:u1
chr1	93787760	93789602	+	3UTR	Atg4b	Atg4b:chr1:93787760:93789602:u1
chr1	93818324	93822100	+	3UTR	Ing5	Ing5:chr1:93818324:93822100:u1
chr1	93850827	93852361	+	3UTR	D2hgdh	D2hgdh:chr1:93850827:93852361:u1
chr1	93875090	93876494	+	3UTR	Gal3st2	Gal3st2:chr1:93875090:93876494:u1
chr1	94009526	94011539	+	3UTR	Gal3st2c	Gal3st2c:chr1:94009526:94011539:u1
chr1	94025417	94028330	+	3UTR	Neu4	Neu4:chr1:94025417:94028330:u1
chr1	95333940	95335284	+	3UTR	Fam174a	Fam174a:chr1:95333940:95335284:u1
chr1	97792572	97793708	+	3UTR	Gin1	Gin1:chr1:97792572:97793708:u1
chr1	98507614	98507645	+	3UTR	Slco6d1	Slco6d1:chr1:98507614:98507645:u1
chr1	98509219	98509380	+	3UTR	Slco6d1	Slco6d1:chr1:98509219:98509380:u2
chr1	100484702	100490598	+	3UTR	Cntnap5b	Cntnap5b:chr1:100484702:100490598:u1
chr1	104994386	104995481	+	3UTR	Cdh20	Cdh20:chr1:104994386:104995481:u1
chr1	105753624	105755131	+	3UTR	Relch	Relch:chr1:105753624:105755131:u1
chr1	105844867	105847981	+	3UTR	Tnfrsf11a	Tnfrsf11a:chr1:105844867:105847981:u1
chr1	106031269	106034079	+	3UTR	Zcchc2	Zcchc2:chr1:106031269:106034079:u1
chr1	106393341	106394245	+	3UTR	Phlpp1	Phlpp1:chr1:106393341:106394245:u1
chr1	106881994	106883348	+	3UTR	Serpinb5	Serpinb5:chr1:106881994:106883348:u1
chr1	106956798	106957081	+	3UTR	Serpinb12	Serpinb12:chr1:106956798:106957081:u1
chr1	107000822	107001195	+	3UTR	Serpinb13	Serpinb13:chr1:107000822:107001195:u1
chr1	107380008	107380475	+	3UTR	Serpinb11	Serpinb11:chr1:107380008:107380475:u1
chr1	107452008	107452689	+	3UTR	Serpinb7	Serpinb7:chr1:107452008:107452689:u1
chr1	107524942	107525600	+	3UTR	Serpinb2	Serpinb2:chr1:107524942:107525600:u1
chr1	107547073	107549271	+	3UTR	Serpinb10	Serpinb10:chr1:107547073:107549271:u1
chr1	107605955	107606150	+	3UTR	Serpinb8	Serpinb8:chr1:107605955:107606150:u1
chr1	107607326	107608978	+	3UTR	Serpinb8	Serpinb8:chr1:107607326:107608978:u2
chr1	110138356	110139903	+	3UTR	Cdh7	Cdh7:chr1:110138356:110139903:u1
chr1	116580675	116587322	+	3UTR	Cntnap5a	Cntnap5a:chr1:116580675:116587322:u1
chr1	117802412	117803359	+	3UTR	B020011L13Rik	B020011L13Rik:chr1:117802412:117803359:u1
chr1	118332942	118333831	+	3UTR	Nifk	Nifk:chr1:118332942:118333831:u1
chr1	118606995	118609462	+	3UTR	Clasp1	Clasp1:chr1:118606995:118609462:u1
chr1	118677435	118685168	+	3UTR	Tfcp2l1	Tfcp2l1:chr1:118677435:118685168:u1
chr1	119527564	119528983	+	3UTR	Tmem185b	Tmem185b:chr1:119527564:119528983:u1
chr1	120063283	120063532	+	3UTR	Sctr	Sctr:chr1:120063283:120063532:u1
chr1	120188118	120188189	+	3UTR	3110009E18Rik	3110009E18Rik:chr1:120188118:120188189:u1
chr1	120342575	120343174	+	3UTR	C1ql2	C1ql2:chr1:120342575:120343174:u1
chr1	120607190	120607991	+	3UTR	En1	En1:chr1:120607190:120607991:u1
chr1	121501244	121506460	+	3UTR	Ccdc93	Ccdc93:chr1:121501244:121506460:u1
chr1	125591109	125591129	+	3UTR	Slc35f5	Slc35f5:chr1:125591109:125591129:u1
chr1	125594913	125595834	+	3UTR	Slc35f5	Slc35f5:chr1:125594913:125595834:u2
chr1	125872885	125873861	+	3UTR	Gpr39	Gpr39:chr1:125872885:125873861:u1
chr1	127482726	127482972	+	3UTR	Mgat5	Mgat5:chr1:127482726:127482972:u1
chr1	127766346	127767564	+	3UTR	Acmsd	Acmsd:chr1:127766346:127767564:u1
chr1	127803560	127804837	+	3UTR	Ccnt2	Ccnt2:chr1:127803560:127804837:u1
chr1	127942611	127943876	+	3UTR	Rab3gap1	Rab3gap1:chr1:127942611:127943876:u1
chr1	128236759	128237738	+	3UTR	R3hdm1	R3hdm1:chr1:128236759:128237738:u1
chr1	128277096	128279378	+	3UTR	Ubxn4	Ubxn4:chr1:128277096:128279378:u1
chr1	130218181	130219278	+	3UTR	Thsd7b	Thsd7b:chr1:130218181:130219278:u1
chr1	130719420	130722057	+	3UTR	Yod1	Yod1:chr1:130719420:130722057:u1
chr1	130743864	130744622	+	3UTR	AA986860	AA986860:chr1:130743864:130744622:u1
chr1	130814654	130814740	+	3UTR	Fcamr	Fcamr:chr1:130814654:130814740:u1
chr1	130850897	130852249	+	3UTR	Pigr	Pigr:chr1:130850897:130852249:u1
chr1	130880652	130880790	+	3UTR	Fcmr	Fcmr:chr1:130880652:130880790:u1
chr1	131024269	131024970	+	3UTR	Il10	Il10:chr1:131024269:131024970:u1
chr1	131171935	131172234	+	3UTR	Eif2d	Eif2d:chr1:131171935:131172234:u1
chr1	131173372	131173471	+	3UTR	Eif2d	Eif2d:chr1:131173372:131173471:u2
chr1	131538930	131539035	+	3UTR	Fam72a	Fam72a:chr1:131538930:131539035:u1
chr1	131609746	131612000	+	3UTR	Avpr1b	Avpr1b:chr1:131609746:131612000:u1
chr1	131674946	131675507	+	3UTR	Ctse	Ctse:chr1:131674946:131675507:u1
chr1	131711698	131715439	+	3UTR	Rab7b	Rab7b:chr1:131711698:131715439:u1
chr1	131769249	131770405	+	3UTR	Slc26a9	Slc26a9:chr1:131769249:131770405:u1
chr1	131816111	131818115	+	3UTR	Pm20d1	Pm20d1:chr1:131816111:131818115:u1
chr1	131820702	131821472	+	3UTR	Pm20d1	Pm20d1:chr1:131820702:131821472:u2
chr1	131846736	131848864	+	3UTR	Slc41a1	Slc41a1:chr1:131846736:131848864:u1
chr1	131872581	131872889	+	3UTR	Rab29	Rab29:chr1:131872581:131872889:u1
chr1	131931207	131936321	+	3UTR	Nucks1	Nucks1:chr1:131931207:131936321:u1
chr1	131981729	131982972	+	3UTR	Slc45a3	Slc45a3:chr1:131981729:131982972:u1
chr1	132023652	132025684	+	3UTR	Elk4	Elk4:chr1:132023652:132025684:u1
chr1	132256727	132257382	+	3UTR	Lemd1	Lemd1:chr1:132256727:132257382:u1
chr1	132304793	132307357	+	3UTR	Klhdc8a	Klhdc8a:chr1:132304793:132307357:u1
chr1	132332382	132333488	+	3UTR	Nuak2	Nuak2:chr1:132332382:132333488:u1
chr1	132463512	132466959	+	3UTR	Dstyk	Dstyk:chr1:132463512:132466959:u1
chr1	132503793	132505665	+	3UTR	Rbbp5	Rbbp5:chr1:132503793:132505665:u1
chr1	132508238	132508639	+	3UTR	Tmem81	Tmem81:chr1:132508238:132508639:u1
chr1	132939392	132940005	+	3UTR	Lrrn2	Lrrn2:chr1:132939392:132940005:u1
chr1	133106159	133108688	+	3UTR	Pik3c2b	Pik3c2b:chr1:133106159:133108688:u1
chr1	133136888	133139800	+	3UTR	Ppp1r15b	Ppp1r15b:chr1:133136888:133139800:u1
chr1	133299036	133299043	+	3UTR	Plekha6	Plekha6:chr1:133299036:133299043:u1
chr1	133299709	133303435	+	3UTR	Plekha6	Plekha6:chr1:133299709:133303435:u2
chr1	133321651	133323026	+	3UTR	Golt1a	Golt1a:chr1:133321651:133323026:u1
chr1	133329646	133329722	+	3UTR	Kiss1	Kiss1:chr1:133329646:133329722:u1
chr1	133360139	133360319	+	3UTR	Ren1	Ren1:chr1:133360139:133360319:u1
chr1	133360139	133360323	+	3UTR	Ren2	Ren2:chr1:133360139:133360323:u1
chr1	133379390	133380319	+	3UTR	Etnk2	Etnk2:chr1:133379390:133380319:u1
chr1	134046626	134048280	+	3UTR	Fmod	Fmod:chr1:134046626:134048280:u1
chr1	134151349	134151540	+	3UTR	Chit1	Chit1:chr1:134151349:134151540:u1
chr1	134189613	134190031	+	3UTR	Chil1	Chil1:chr1:134189613:134190031:u1
chr1	134200412	134200447	+	3UTR	Mybph	Mybph:chr1:134200412:134200447:u1
chr1	134200945	134201237	+	3UTR	Mybph	Mybph:chr1:134200945:134201237:u2
chr1	134291796	134292548	+	3UTR	Myog	Myog:chr1:134291796:134292548:u1
chr1	134390932	134390983	+	3UTR	Mgat4f	Mgat4f:chr1:134390932:134390983:u1
chr1	134411080	134411738	+	3UTR	Cyb5r1	Cyb5r1:chr1:134411080:134411738:u1
chr1	134431659	134433350	+	3UTR	Adipor1	Adipor1:chr1:134431659:134433350:u1
chr1	134489459	134490873	+	3UTR	Klhl12	Klhl12:chr1:134489459:134490873:u1
chr1	134506322	134507889	+	3UTR	Rabif	Rabif:chr1:134506322:134507889:u1
chr1	134631375	134632878	+	3UTR	Kdm5b	Kdm5b:chr1:134631375:134632878:u1
chr1	134747682	134753149	+	3UTR	Syt2	Syt2:chr1:134747682:134753149:u1
chr1	134973947	134974179	+	3UTR	Ube2t	Ube2t:chr1:134973947:134974179:u1
chr1	135143255	135145326	+	3UTR	Ptpn7	Ptpn7:chr1:135143255:135145326:u1
chr1	135155272	135156268	+	3UTR	Arl8a	Arl8a:chr1:135155272:135156268:u1
chr1	135366109	135368065	+	3UTR	Lmod1	Lmod1:chr1:135366109:135368065:u1
chr1	135751121	135752229	+	3UTR	Csrp1	Csrp1:chr1:135751121:135752229:u1
chr1	135766827	135766894	+	3UTR	Phlda3	Phlda3:chr1:135766827:135766894:u1
chr1	135768478	135769134	+	3UTR	Phlda3	Phlda3:chr1:135768478:135769134:u2
chr1	135809734	135809735	+	3UTR	Tnni1	Tnni1:chr1:135809734:135809735:u1
chr1	135810613	135810989	+	3UTR	Tnni1	Tnni1:chr1:135810613:135810989:u2
chr1	135832318	135833341	+	3UTR	Lad1	Lad1:chr1:135832318:135833341:u1
chr1	135852073	135852268	+	3UTR	Tnnt2	Tnnt2:chr1:135852073:135852268:u1
chr1	136034221	136035030	+	3UTR	Tmem9	Tmem9:chr1:136034221:136035030:u1
chr1	136119131	136119822	+	3UTR	Cacna1s	Cacna1s:chr1:136119131:136119822:u1
chr1	136174092	136178001	+	3UTR	Kif21b	Kif21b:chr1:136174092:136178001:u1
chr1	136440017	136440220	+	3UTR	Ddx59	Ddx59:chr1:136440017:136440220:u1
chr1	136527617	136530819	+	3UTR	Kif14	Kif14:chr1:136527617:136530819:u1
chr1	136627968	136630391	+	3UTR	Zfp281	Zfp281:chr1:136627968:136630391:u1
chr1	138287961	138289462	+	3UTR	Atp6v1g3	Atp6v1g3:chr1:138287961:138289462:u1
chr1	139170299	139176042	+	3UTR	Dennd1b	Dennd1b:chr1:139170299:139176042:u1
chr1	139447531	139453007	+	3UTR	Zbtb41	Zbtb41:chr1:139447531:139453007:u1
chr1	139493751	139494088	+	3UTR	Aspm	Aspm:chr1:139493751:139494088:u1
chr1	139523428	139523756	+	3UTR	F13b	F13b:chr1:139523428:139523756:u1
chr1	140609713	140614045	+	3UTR	Kcnt2	Kcnt2:chr1:140609713:140614045:u1
chr1	143647397	143649937	+	3UTR	B3galt2	B3galt2:chr1:143647397:143649937:u1
chr1	143746640	143749678	+	3UTR	Glrx2	Glrx2:chr1:143746640:143749678:u1
chr1	143806729	143807466	+	3UTR	Uchl5	Uchl5:chr1:143806729:143807466:u1
chr1	146902118	146902472	+	3UTR	Brinp3	Brinp3:chr1:146902118:146902472:u1
chr1	150105783	150108234	+	3UTR	Ptgs2	Ptgs2:chr1:150105783:150108234:u1
chr1	150333503	150333906	+	3UTR	Pdc	Pdc:chr1:150333503:150333906:u1
chr1	150449788	150449935	+	3UTR	Tpr	Tpr:chr1:150449788:150449935:u1
chr1	151205066	151205796	+	3UTR	3110040M04Rik	3110040M04Rik:chr1:151205066:151205796:u1
chr1	151355176	151356798	+	3UTR	Ivns1abp	Ivns1abp:chr1:151355176:151356798:u1
chr1	151363366	151364445	+	3UTR	Ivns1abp	Ivns1abp:chr1:151363366:151364445:u2
chr1	151457935	151458183	+	3UTR	Trmt1l	Trmt1l:chr1:151457935:151458183:u1
chr1	151718347	151719347	+	3UTR	Fam129a	Fam129a:chr1:151718347:151719347:u1
chr1	151818714	151822328	+	3UTR	Edem3	Edem3:chr1:151818714:151822328:u1
chr1	152508789	152510695	+	3UTR	Colgalt2	Colgalt2:chr1:152508789:152510695:u1
chr1	152757348	152757544	+	3UTR	Apobec4	Apobec4:chr1:152757348:152757544:u1
chr1	152774323	152775580	+	3UTR	Arpc5	Arpc5:chr1:152774323:152775580:u1
chr1	152836115	152836990	+	3UTR	Ncf2	Ncf2:chr1:152836115:152836990:u1
chr1	153115671	153119261	+	3UTR	Nmnat2	Nmnat2:chr1:153115671:153119261:u1
chr1	153452465	153452574	+	3UTR	Shcbp1l	Shcbp1l:chr1:153452465:153452574:u1
chr1	153692908	153697667	+	3UTR	Rgs8	Rgs8:chr1:153692908:153697667:u1
chr1	153743856	153745468	+	3UTR	Rgs16	Rgs16:chr1:153743856:153745468:u1
chr1	153762291	153764221	+	3UTR	Rnasel	Rnasel:chr1:153762291:153764221:u1
chr1	153875368	153876871	+	3UTR	Teddm1b	Teddm1b:chr1:153875368:153876871:u1
chr1	153892710	153893060	+	3UTR	Teddm1a	Teddm1a:chr1:153892710:153893060:u1
chr1	153908183	153909723	+	3UTR	Glul	Glul:chr1:153908183:153909723:u1
chr1	154205675	154206838	+	3UTR	Zfp648	Zfp648:chr1:154205675:154206838:u1
chr1	155202017	155203517	+	3UTR	Stx6	Stx6:chr1:155202017:155203517:u1
chr1	155572228	155572287	+	3UTR	Acbd6	Acbd6:chr1:155572228:155572287:u1
chr1	155587476	155587794	+	3UTR	Acbd6	Acbd6:chr1:155587476:155587794:u2
chr1	155687104	155687233	+	3UTR	Acbd6	Acbd6:chr1:155687104:155687233:u3
chr1	156052274	156053736	+	3UTR	Tor1aip2	Tor1aip2:chr1:156052274:156053736:u1
chr1	156065459	156068859	+	3UTR	Tor1aip2	Tor1aip2:chr1:156065459:156068859:u2
chr1	156326139	156328035	+	3UTR	Nphs2	Nphs2:chr1:156326139:156328035:u1
chr1	156642717	156649619	+	3UTR	Abl2	Abl2:chr1:156642717:156649619:u1
chr1	156860603	156861079	+	3UTR	Angptl1	Angptl1:chr1:156860603:156861079:u1
chr1	157488468	157489062	+	3UTR	Cryzl2	Cryzl2:chr1:157488468:157489062:u1
chr1	157567348	157568424	+	3UTR	Sec16b	Sec16b:chr1:157567348:157568424:u1
chr1	158688751	158691786	+	3UTR	Astn1	Astn1:chr1:158688751:158691786:u1
chr1	159344839	159354872	+	3UTR	Cop1	Cop1:chr1:159344839:159354872:u1
chr1	159924214	159924922	+	3UTR	Tnr	Tnr:chr1:159924214:159924922:u1
chr1	160075462	160078586	+	3UTR	4930523C07Rik	4930523C07Rik:chr1:160075462:160078586:u1
chr1	160199611	160201186	+	3UTR	Mrps14	Mrps14:chr1:160199611:160201186:u1
chr1	160967798	160974976	+	3UTR	Rc3h1	Rc3h1:chr1:160967798:160974976:u1
chr1	161002464	161003014	+	3UTR	Serpinc1	Serpinc1:chr1:161002464:161003014:u1
chr1	161086060	161086724	+	3UTR	Cenpl	Cenpl:chr1:161086060:161086724:u1
chr1	161164192	161164214	+	3UTR	Ankrd45	Ankrd45:chr1:161164192:161164214:u1
chr1	161167712	161170507	+	3UTR	Ankrd45	Ankrd45:chr1:161167712:161170507:u2
chr1	161417339	161418206	+	3UTR	Tnfsf4	Tnfsf4:chr1:161417339:161418206:u1
chr1	161503805	161505290	+	3UTR	Tnfsf18	Tnfsf18:chr1:161503805:161505290:u1
chr1	161971345	161973435	+	3UTR	Pigc	Pigc:chr1:161971345:161973435:u1
chr1	162594575	162599080	+	3UTR	Vamp4	Vamp4:chr1:162594575:162599080:u1
chr1	162649202	162649694	+	3UTR	Myoc	Myoc:chr1:162649202:162649694:u1
chr1	163912118	163912137	+	3UTR	Kifap3	Kifap3:chr1:163912118:163912137:u1
chr1	163915725	163917107	+	3UTR	Kifap3	Kifap3:chr1:163915725:163917107:u2
chr1	163953439	163955126	+	3UTR	Scyl3	Scyl3:chr1:163953439:163955126:u1
chr1	163997201	163997246	+	3UTR	Mettl18	Mettl18:chr1:163997201:163997246:u1
chr1	164055735	164055749	+	3UTR	Sele	Sele:chr1:164055735:164055749:u1
chr1	164056756	164057677	+	3UTR	Sele	Sele:chr1:164056756:164057677:u2
chr1	164079697	164080785	+	3UTR	Sell	Sell:chr1:164079697:164080785:u1
chr1	164148531	164148531	+	3UTR	Selp	Selp:chr1:164148531:164148531:u1
chr1	164149020	164150026	+	3UTR	Selp	Selp:chr1:164149020:164150026:u2
chr1	164219525	164220277	+	3UTR	F5	F5:chr1:164219525:164220277:u1
chr1	164263519	164265385	+	3UTR	Slc19a2	Slc19a2:chr1:164263519:164265385:u1
chr1	164287670	164287847	+	3UTR	Ccdc181	Ccdc181:chr1:164287670:164287847:u1
chr1	164348182	164349435	+	3UTR	Nme7	Nme7:chr1:164348182:164349435:u1
chr1	164437049	164437300	+	3UTR	Nme7	Nme7:chr1:164437049:164437300:u2
chr1	164823237	164824273	+	3UTR	Dpt	Dpt:chr1:164823237:164824273:u1
chr1	165321702	165326745	+	3UTR	Gpr161	Gpr161:chr1:165321702:165326745:u1
chr1	165480940	165481218	+	3UTR	Mpc2	Mpc2:chr1:165480940:165481218:u1
chr1	165576623	165576773	+	3UTR	Adcy10	Adcy10:chr1:165576623:165576773:u1
chr1	165773848	165775309	+	3UTR	Creg1	Creg1:chr1:165773848:165775309:u1
chr1	165861070	165862112	+	3UTR	Cd247	Cd247:chr1:165861070:165862112:u1
chr1	165866847	165867436	+	3UTR	Cd247	Cd247:chr1:165866847:165867436:u2
chr1	165869065	165871153	+	3UTR	Cd247	Cd247:chr1:165869065:165871153:u3
chr1	166154041	166154136	+	3UTR	Gpa33	Gpa33:chr1:166154041:166154136:u1
chr1	166165280	166166510	+	3UTR	Gpa33	Gpa33:chr1:166165280:166166510:u2
chr1	166310791	166316832	+	3UTR	Ildr2	Ildr2:chr1:166310791:166316832:u1
chr1	166392721	166393620	+	3UTR	Tada1	Tada1:chr1:166392721:166393620:u1
chr1	167079060	167079785	+	3UTR	Fam78b	Fam78b:chr1:167079060:167079785:u1
chr1	167087978	167091302	+	3UTR	Fam78b	Fam78b:chr1:167087978:167091302:u2
chr1	167330266	167333978	+	3UTR	Tmco1	Tmco1:chr1:167330266:167333978:u1
chr1	167367500	167368530	+	3UTR	Aldh9a1	Aldh9a1:chr1:167367500:167368530:u1
chr1	167639274	167639623	+	3UTR	Rxrg	Rxrg:chr1:167639274:167639623:u1
chr1	167846762	167848733	+	3UTR	Lmx1a	Lmx1a:chr1:167846762:167848733:u1
chr1	169683505	169683946	+	3UTR	Rgs5	Rgs5:chr1:169683505:169683946:u1
chr1	169692341	169695813	+	3UTR	Rgs5	Rgs5:chr1:169692341:169695813:u2
chr1	169934201	169934653	+	3UTR	Ccdc190	Ccdc190:chr1:169934201:169934653:u1
chr1	170284681	170286769	+	3UTR	Sh2d1b1	Sh2d1b1:chr1:170284681:170286769:u1
chr1	170312049	170312125	+	3UTR	Spata46	Spata46:chr1:170312049:170312125:u1
chr1	170682326	170682789	+	3UTR	Olfml2b	Olfml2b:chr1:170682326:170682789:u1
chr1	171029316	171029761	+	3UTR	Fcgr4	Fcgr4:chr1:171029316:171029761:u1
chr1	171126786	171126967	+	3UTR	Cfap126	Cfap126:chr1:171126786:171126967:u1
chr1	171160044	171161130	+	3UTR	Mpz	Mpz:chr1:171160044:171161130:u1
chr1	171218609	171218845	+	3UTR	Nr1i3	Nr1i3:chr1:171218609:171218845:u1
chr1	171226267	171226379	+	3UTR	Apoa2	Apoa2:chr1:171226267:171226379:u1
chr1	171259179	171262267	+	3UTR	Adamts4	Adamts4:chr1:171259179:171262267:u1
chr1	171276380	171276895	+	3UTR	B4galt3	B4galt3:chr1:171276380:171276895:u1
chr1	171341205	171342501	+	3UTR	Dedd	Dedd:chr1:171341205:171342501:u1
chr1	171357908	171359254	+	3UTR	Pfdn2	Pfdn2:chr1:171357908:171359254:u1
chr1	171386806	171388287	+	3UTR	Nectin4	Nectin4:chr1:171386806:171388287:u1
chr1	171409342	171410239	+	3UTR	Arhgap30	Arhgap30:chr1:171409342:171410239:u1
chr1	171418122	171418759	+	3UTR	Usf1	Usf1:chr1:171418122:171418759:u1
chr1	171420243	171420352	+	3UTR	Tstd1	Tstd1:chr1:171420243:171420352:u1
chr1	171463095	171464593	+	3UTR	F11r	F11r:chr1:171463095:171464593:u1
chr1	171504314	171504750	+	3UTR	Alyref2	Alyref2:chr1:171504314:171504750:u1
chr1	171582885	171585316	+	3UTR	Cd244a	Cd244a:chr1:171582885:171585316:u1
chr1	171704878	171705257	+	3UTR	Cd48	Cd48:chr1:171704878:171705257:u1
chr1	171711283	171711529	+	3UTR	LOC115487184	LOC115487184:chr1:171711283:171711529:u1
chr1	171792465	171793129	+	3UTR	Slamf1	Slamf1:chr1:171792465:171793129:u1
chr1	171799624	171801184	+	3UTR	Slamf1	Slamf1:chr1:171799624:171801184:u2
chr1	171852180	171855097	+	3UTR	Cd84	Cd84:chr1:171852180:171855097:u1
chr1	171888598	171890718	+	3UTR	Cd84	Cd84:chr1:171888598:171890718:u2
chr1	171942593	171943910	+	3UTR	Slamf6	Slamf6:chr1:171942593:171943910:u1
chr1	171948074	171948075	+	3UTR	Slamf6	Slamf6:chr1:171948074:171948075:u2
chr1	171948693	171948958	+	3UTR	Slamf6	Slamf6:chr1:171948693:171948958:u3
chr1	172121760	172122332	+	3UTR	Copa	Copa:chr1:172121760:172122332:u1
chr1	172134283	172136497	+	3UTR	Pex19	Pex19:chr1:172134283:172136497:u1
chr1	172194673	172196393	+	3UTR	Dcaf8	Dcaf8:chr1:172194673:172196393:u1
chr1	172319409	172319423	+	3UTR	Igsf8	Igsf8:chr1:172319409:172319423:u1
chr1	172319584	172319843	+	3UTR	Igsf8	Igsf8:chr1:172319584:172319843:u2
chr1	172370061	172374085	+	3UTR	Kcnj10	Kcnj10:chr1:172370061:172374085:u1
chr1	172377971	172384099	+	3UTR	Pigm	Pigm:chr1:172377971:172384099:u1
chr1	172478260	172478409	+	3UTR	Slamf9	Slamf9:chr1:172478260:172478409:u1
chr1	172498539	172498877	+	3UTR	Igsf9	Igsf9:chr1:172498539:172498877:u1
chr1	172506709	172507375	+	3UTR	Tagln2	Tagln2:chr1:172506709:172507375:u1
chr1	172545754	172545870	+	3UTR	Cfap45	Cfap45:chr1:172545754:172545870:u1
chr1	172563305	172563717	+	3UTR	Vsig8	Vsig8:chr1:172563305:172563717:u1
chr1	172699028	172699966	+	3UTR	Crp	Crp:chr1:172699028:172699966:u1
chr1	172957727	172957817	+	3UTR	Olfr16	Olfr16:chr1:172957727:172957817:u1
chr1	173216595	173216640	+	3UTR	Olfr1404	Olfr1404:chr1:173216595:173216640:u1
chr1	173271110	173271137	+	3UTR	Olfr418	Olfr418:chr1:173271110:173271137:u1
chr1	173465019	173466036	+	3UTR	Aim2	Aim2:chr1:173465019:173466036:u1
chr1	173646012	173647928	+	3UTR	Ifi209	Ifi209:chr1:173646012:173647928:u1
chr1	173697468	173698392	+	3UTR	Ifi208	Ifi208:chr1:173697468:173698392:u1
chr1	174042897	174042936	+	3UTR	Olfr433	Olfr433:chr1:174042897:174042936:u1
chr1	174100408	174100408	+	3UTR	Olfr427	Olfr427:chr1:174100408:174100408:u1
chr1	174152466	174152530	+	3UTR	Olfr421-ps1	Olfr421-ps1:chr1:174152466:174152530:u1
chr1	174159741	174159767	+	3UTR	Olfr420	Olfr420:chr1:174159741:174159767:u1
chr1	174247458	174248449	+	3UTR	Spta1	Spta1:chr1:174247458:174248449:u1
chr1	174332790	174332877	+	3UTR	Mptx1	Mptx1:chr1:174332790:174332877:u1
chr1	174392001	174392055	+	3UTR	Olfr248	Olfr248:chr1:174392001:174392055:u1
chr1	174431384	174431384	+	3UTR	Olfr414	Olfr414:chr1:174431384:174431384:u1
chr1	174821246	174822729	+	3UTR	Fmn2	Fmn2:chr1:174821246:174822729:u1
chr1	175659823	175660853	+	3UTR	Kmo	Kmo:chr1:175659823:175660853:u1
chr1	175815367	175815733	+	3UTR	Wdr64	Wdr64:chr1:175815367:175815733:u1
chr1	175908566	175911396	+	3UTR	Exo1	Exo1:chr1:175908566:175911396:u1
chr1	175921822	175922225	+	3UTR	Becn2	Becn2:chr1:175921822:175922225:u1
chr1	177020145	177020438	+	3UTR	Sdccag8	Sdccag8:chr1:177020145:177020438:u1
chr1	177447899	177450766	+	3UTR	Zbtb18	Zbtb18:chr1:177447899:177450766:u1
chr1	177753029	177753035	+	3UTR	1700016C15Rik	1700016C15Rik:chr1:177753029:177753035:u1
chr1	177753172	177753305	+	3UTR	1700016C15Rik	1700016C15Rik:chr1:177753172:177753305:u2
chr1	177962234	177962253	+	3UTR	Catspere1	Catspere1:chr1:177962234:177962253:u1
chr1	178047149	178048291	+	3UTR	Catspere2	Catspere2:chr1:178047149:178048291:u1
chr1	178172306	178172705	+	3UTR	Catspere2	Catspere2:chr1:178172306:178172705:u2
chr1	178249469	178252597	+	3UTR	Desi2	Desi2:chr1:178249469:178252597:u1
chr1	178322617	178322693	+	3UTR	Cox20	Cox20:chr1:178322617:178322693:u1
chr1	178481429	178484513	+	3UTR	Efcab2	Efcab2:chr1:178481429:178484513:u1
chr1	178932229	178932857	+	3UTR	Kif26b	Kif26b:chr1:178932229:178932857:u1
chr1	179625205	179627473	+	3UTR	Cnst	Cnst:chr1:179625205:179627473:u1
chr1	179686678	179687184	+	3UTR	Sccpdh	Sccpdh:chr1:179686678:179687184:u1
chr1	180162167	180165603	+	3UTR	Cdc42bpa	Cdc42bpa:chr1:180162167:180165603:u1
chr1	180421891	180423659	+	3UTR	Itpkb	Itpkb:chr1:180421891:180423659:u1
chr1	180600532	180600999	+	3UTR	Parp1	Parp1:chr1:180600532:180600999:u1
chr1	180689374	180690687	+	3UTR	Lin9	Lin9:chr1:180689374:180690687:u1
chr1	180752371	180754204	+	3UTR	Acbd3	Acbd3:chr1:180752371:180754204:u1
chr1	180866294	180868114	+	3UTR	Sde2	Sde2:chr1:180866294:180868114:u1
chr1	180897814	180899107	+	3UTR	Lefty2	Lefty2:chr1:180897814:180899107:u1
chr1	180907643	180908088	+	3UTR	Pycr2	Pycr2:chr1:180907643:180908088:u1
